VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~2 pay({2}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~3 pay({3}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~4 pay({4}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~5 pay({5}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~6 pay({6}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~7 pay({7}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~8 pay({8}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~9 pay({9}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~10 pay({10}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~11 pay({11}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~12 pay({12}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~13 pay({13}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~14 pay({14}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~15 pay({15}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~16 pay({16}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~17 pay({17}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~18 pay({18}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~19 pay({19}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Risen Executioner	394666	autograveyard	{2}{b}{b}:if type(creature|mygraveyard)~equalto~20 pay({20}) name(cast from graveyard) moveto(mybattlefield)
VALIDATE-FAIL	Dropkick Bomber	677976	auto	@combatdamaged(player) from(this):
VALIDATE-FAIL	Dropkick Bomber	677976	auto	@combatdamaged(creature) from(this):
VALIDATE-FAIL	Archway Angel	680705	auto	life:thisforeach(gate|mybattlefield)*2
VALIDATE-FAIL	Ral's Staticaster	455608	auto	@combat(attacking) source(this):if type(planeswalker[ral]|mybattlefield)~morethan~0 then 1/0 foreach(*|hand) ueot
VALIDATE-FAIL	Giver of Runes	296372	auto	{t}:name(protection from colorless) target(other creature|mybattlefield) protection from colorless
VALIDATE-FAIL	Gideon's Defeat	430702	auto	if casted(this) then if type(gideon|opponentbattlefield)~morethan~0 life:5 controller
VALIDATE-FAIL	Tragic Lesson	430740	auto	choice d(*|myhand)
VALIDATE-FAIL	Wildfire Eternal	430798	auto	@combat(notblocked) source(this):target(*[instant;sorcery]|myhand) and!( activate castcard(normal) )!
VALIDATE-FAIL	Rhonas's Stalwart	430822	auto	@exerted(this):cantbeblockedby(power<=2) ueot
VALIDATE-FAIL	Tenacious Hunter	430825	auto	aslongas(creature[counter(-1/-1)]|battlefield) vigilance
VALIDATE-FAIL	Tenacious Hunter	430825	auto	aslongas(creature[counter(-1/-1)]|battlefield) deathtouch
VALIDATE-FAIL	Spinehorn Minotaur	296677	auto	restriction{compare(pdrewcount)~morethan~1} double strike ueot
VALIDATE-FAIL	Zabaz, the Glimmerwasp	296798	auto	{r}:name(destroy artifact) target(artifact|mybattlefield)
VALIDATE-FAIL	Tragic Lesson	597497	auto	choice d(*|myhand)
VALIDATE-FAIL	Generous Pup	681329	auto	@totalcounteradded(1/1) from(this):counter(1/1) all(other creature|mybattlefield) turnlimited
VALIDATE-FAIL	Dropkick Bomber	681338	auto	@combatdamaged(player) from(this):
VALIDATE-FAIL	Dropkick Bomber	681338	auto	@combatdamaged(creature) from(this):
VALIDATE-FAIL	Psemilla, Meletian Poet	680931	auto	@each combat restriction{type(enchantment|mybattlefield)~morethan~4}:lifelink ueot
VALIDATE-FAIL	Hero of the Games	684268	auto	@targeted(this) from(*[instant;sorcery;aura]|mycastingzone):1/0 all(creature|mybattlefield) ueot oneshot
VALIDATE-FAIL	Fell Specter	489239	auto	@discarded(*|opponenthand):life-2 opponent
VALIDATE-FAIL	Vraska the Unseen	380214	auto	{c(0/0,-7,loyalty)}:name(-7: create three 1/1 assassin) token(assassin token)*3
VALIDATE-FAIL	Hazardous Conditions	417755	auto	-2/-2 all(creature[counter{notany}]) ueot
VALIDATE-FAIL	Metallurgic Summonings	417629	auto	{3}{u}{u}{e}:moveto(hand) all(*[instant;sorcery]|mygraveyard) restriction{type(artifact|mybattlefield)~morethan~5}
VALIDATE-FAIL	Metallurgic Summonings	295556	auto	{3}{u}{u}{e}:moveto(hand) all(*[instant;sorcery]|mygraveyard) restriction{type(artifact|mybattlefield)~morethan~5}
VALIDATE-FAIL	Hazardous Conditions	295695	auto	-2/-2 all(creature[counter{notany}]) ueot
VALIDATE-FAIL	Rapacious Guest	620714	auto	lord(other creature|mybattlefield)
VALIDATE-FAIL	Rapacious Guest	620309	auto	lord(other creature|mybattlefield)
VALIDATE-FAIL	Rapacious Guest	636393	auto	lord(other creature|mybattlefield)
VALIDATE-FAIL	Landroval, Horizon Witness	616851	auto	@each blockers restriction{type(creature[attacking]|mybattlefield)~morethan~1}:name(creature gains flying) name(creature gains flying) target(creature[-flying&attacking]|mybattlefield) flying ueot
VALIDATE-FAIL	Mordor Trebuchet	616927	auto	@combat(attacking) source(*[goblin;orc]|mybattlefield) turnlimited:name(create construct) token(ballistic boulder) and!( transforms((,newability[readytofight],newability[@each my combatends:name(sacrifice construct) sacrifice])) forever )!
VALIDATE-FAIL	There and Back Again	616981	auto	@counteradded(0/0,1,lore) from(this):this(counter{0/0.3.lore}) name(create smaug) name(create smaug) token(smaug)
VALIDATE-FAIL	Landroval, Horizon Witness	636069	auto	@each blockers restriction{type(creature[attacking]|mybattlefield)~morethan~1}:name(creature gains flying) name(creature gains flying) target(creature[-flying&attacking]|mybattlefield) flying ueot
VALIDATE-FAIL	Mordor Trebuchet	636145	auto	@combat(attacking) source(*[goblin;orc]|mybattlefield) turnlimited:name(create construct) token(ballistic boulder) and!( transforms((,newability[readytofight],newability[@each my combatends:name(sacrifice construct) sacrifice])) forever )!
VALIDATE-FAIL	There and Back Again	636199	auto	@counteradded(0/0,1,lore) from(this):this(counter{0/0.3.lore}) name(create smaug) name(create smaug) token(smaug)
VALIDATE-FAIL	Molten Birth	370604	auto	flipacoin winability moveto(hand) all(this) winabilityend flipend
VALIDATE-FAIL	Fell Specter	447232	auto	@discarded(*|opponenthand):life-2 opponent
VALIDATE-FAIL	Goblin Bird-Grabber	466896	auto	{r}:restriction{type(creature[flying]|mybattlefield)~morethan~0}:flying ueot
VALIDATE-FAIL	Veil of Summer	466952	auto	lord(*|mybattlefield) cantbetargetof(*[blue;black]) ueot
VALIDATE-FAIL	River Serpent	293457	auto	aslongas(type(*|mygraveyard)~lessthan~5) cantattack
VALIDATE-FAIL	River Serpent	293457	auto	aslongas(type(*|mygraveyard)~lessthan~5) cantpwattack
VALIDATE-FAIL	Giver of Runes	463962	auto	{t}:name(protection from colorless) target(other creature|mybattlefield) protection from colorless
VALIDATE-FAIL	Spinehorn Minotaur	464096	auto	restriction{compare(pdrewcount)~morethan~1} double strike ueot
VALIDATE-FAIL	Thrasta, Tempest's Roar	522254	auto	this(cantargetcard(*[fresh])) hexproof
VALIDATE-FAIL	Zabaz, the Glimmerwasp	522319	auto	{r}:name(destroy artifact) target(artifact|mybattlefield)
VALIDATE-FAIL	Thrasta, Tempest's Roar	525353	auto	this(cantargetcard(*[fresh])) hexproof
VALIDATE-FAIL	Zabaz, the Glimmerwasp	525140	auto	{r}:name(destroy artifact) target(artifact|mybattlefield)
VALIDATE-FAIL	Ugin's Binding	662228	auto	whenever you castcolorless spell with mana value 7 or greater you may exile ugin's binding from your graveyard when you do return each nonland permanent you don't control to its owner's hand
VALIDATE-FAIL	Galvanic Discharge	662274	auto	choose target creature or planeswalker you get {e}{e}{e} then you may pay any amount of {e} galvanic discharge deals that much damage to that permanent
VALIDATE-FAIL	Orim's Chant	664044	auto	if paid(kicker) then cantattack all(creature) ueot
VALIDATE-FAIL	Orim's Chant	664044	auto	if paid(kicker) then cantpwattack all(creature) ueot
VALIDATE-FAIL	Orim's Chant	661048	auto	if paid(kicker) then cantattack all(creature) ueot
VALIDATE-FAIL	Orim's Chant	661048	auto	if paid(kicker) then cantpwattack all(creature) ueot
VALIDATE-FAIL	Ugin's Binding	661053	auto	whenever you castcolorless spell with mana value 7 or greater you may exile ugin's binding from your graveyard when you do return each nonland permanent you don't control to its owner's hand
VALIDATE-FAIL	Galvanic Discharge	664410	auto	choose target creature or planeswalker you get {e}{e}{e} then you may pay any amount of {e} galvanic discharge deals that much damage to that permanent
VALIDATE-FAIL	Case of the Shattered Pact	646565	auto	lord(creature|mybattlefield)
VALIDATE-FAIL	Shanna, Sisay's Legacy	611364	auto	cantbetargetof(artifact,creature,enchantment[-auras],land,planeswalker|opponentbattlefield,opponentgraveyard)
VALIDATE-FAIL	Erebos's Titan	398584	auto	restriction{type(creature|opponentbattlefield)~lessthan~1}:indestructible
VALIDATE-FAIL	Orim's Chant	26852	auto	if paid(kicker) then cantattack all(creature) ueot
VALIDATE-FAIL	Orim's Chant	26852	auto	if paid(kicker) then cantpwattack all(creature) ueot
VALIDATE-FAIL	Dread Charge	4216	auto	lord(creature|mybattlefield) cantbeblockedby(creature[-black])
VALIDATE-FAIL	Orim's Chant	52616	auto	if paid(kicker) then cantattack all(creature) ueot
VALIDATE-FAIL	Orim's Chant	52616	auto	if paid(kicker) then cantpwattack all(creature) ueot
VALIDATE-FAIL	Shanna, Sisay's Legacy	52795	auto	cantbetargetof(artifact,creature,enchantment[-auras],land,planeswalker|opponentbattlefield,opponentgraveyard)
VALIDATE-FAIL	Wildfire Eternal	53036	auto	@combat(notblocked) source(this):target(*[instant;sorcery]|myhand) and!( activate castcard(normal) )!
VALIDATE-FAIL	Saheeli, the Gifted	53426	auto	{c(0/0,-7,loyalty)}:name(-7: create a token for each artifact) clone all(artifact|mybattlefield) with(unearth)
VALIDATE-FAIL	Heavenly Blademaster	53436	auto	thisforeach(aura) lord(other creature|mybattlefield) 1/1
VALIDATE-FAIL	Rolling Spoil	89024	auto	if spent({b}) then -1/-1 all(creature) ueot
VALIDATE-FAIL	Archway Angel	457147	auto	life:thisforeach(gate|mybattlefield)*2
VALIDATE-FAIL	Lavafume Invoker	193624	auto	{8}:3/0 all(creature|mybattlefield) ueot
VALIDATE-FAIL	Vraska the Unseen	290538	auto	{c(0/0,-7,loyalty)}:name(-7: create three 1/1 assassin) token(assassin token)*3
VALIDATE-FAIL	Spell Syphon	153999	auto	*|stack
VALIDATE-FAIL	Rampaging Ferocidon	642847	auto	@movedto(creature|mybattlefield) damage:1 controller
VALIDATE-FAIL	Rampaging Ferocidon	642847	auto	@movedto(creature|opponentbattlefield) damage:1 opponent
VALIDATE-FAIL	Dream Halls	5105	auto	{d(*|myhand)}: castcard(restricted) lord(*[share!color!][-land]|myhand) controller oneshot
VALIDATE-FAIL	Dream Halls	5105	auto	{d(*|opponenthand)}: castcard(restricted) lord(*[share!color!][-land]|opponenthand) opponent oneshot
VALIDATE-FAIL	Ironwill Forger	695942	auto	@each my combatbegins restriction{type(*[iscommander]|mybattlefield)~morethan~0}:target(creature[-legendary]|mybattlefield)
VALIDATE-FAIL	Infantry Shield	695964	auto	teach(creature) mobilize(power)
VALIDATE-FAIL	Arbor Adherent	695971	auto	lord(other creature|mybattlefield)
VALIDATE-FAIL	Ironwill Forger	695782	auto	@each my combatbegins restriction{type(*[iscommander]|mybattlefield)~morethan~0}:target(creature[-legendary]|mybattlefield)
VALIDATE-FAIL	Infantry Shield	695804	auto	teach(creature) mobilize(power)
VALIDATE-FAIL	Arbor Adherent	695811	auto	lord(other creature|mybattlefield)
VALIDATE-FAIL	Hero of the Pride	476273	auto	@targeted(this) from(*[instant;sorcery;aura]|mycastingzone):1/0 all(creature|mybattlefield) ueot oneshot
VALIDATE-FAIL	Hero of the Winds	476274	auto	@targeted(this) from(*[instant;sorcery;aura]|mycastingzone):1/0 all(creature|mybattlefield) ueot oneshot
VALIDATE-FAIL	Hero of the Games	476388	auto	@targeted(this) from(*[instant;sorcery;aura]|mycastingzone):1/0 all(creature|mybattlefield) ueot oneshot
VALIDATE-FAIL	Hero of the Nyxborn	476470	auto	@targeted(this) from(*[instant;sorcery;aura]|mycastingzone):1/0 all(creature|mybattlefield) ueot oneshot
VALIDATE-FAIL	Cleansing Meditation	29883	auto	aslongas(*|mygraveyard) destroy all(enchantment) <7
VALIDATE-FAIL	Teroh's Vanguard	32205	auto	aslongas(*|mygraveyard) protection from black all(creature|mybattlefield) ueot >6 oneshot
VALIDATE-FAIL	Dream Halls	397553	auto	{d(*|myhand)}: castcard(restricted) lord(*[share!color!][-land]|myhand) controller oneshot
VALIDATE-FAIL	Dream Halls	397553	auto	{d(*|opponenthand)}: castcard(restricted) lord(*[share!color!][-land]|opponenthand) opponent oneshot
VALIDATE-FAIL	Triskelavus	114919	auto	{1}{c(1/1,-1)}:token(triskelavite token)
VALIDATE-FAIL	Molten Birth	456736	auto	flipacoin winability moveto(hand) all(this) winabilityend flipend
VALIDATE-FAIL	Veiled Crocodile	5789	auto	aslongas(*|myhand) transforms((crocodile creature,setpower=4,settoughness=4)) forever all(this) <1
VALIDATE-FAIL	Veiled Crocodile	5789	auto	aslongas(*|opponenthand) transforms((crocodile creature,setpower=4,settoughness=4)) forever all(this) <1
VALIDATE-FAIL	Tamiyo, Collector of Tales	461147	auto	name(sorry cant code yet)
VALIDATE-FAIL	Verdant Outrider	629697	auto	{1}{g}:cantbeblockedby(power<=2) ueot
VALIDATE-FAIL	Priest of the Wakening Sun	435179	auto	@each my upkeep if type(dinosaur|myhand)~morethan~0 then life:2 controller
VALIDATE-FAIL	Rampaging Ferocidon	435308	auto	@movedto(creature|mybattlefield) damage:1 controller
VALIDATE-FAIL	Rampaging Ferocidon	435308	auto	@movedto(creature|opponentbattlefield) damage:1 opponent
VALIDATE-SUMMARY	cards=68020	lines=144759	failures=152
